date, pm25, pm10, o3, no2, co
2015/3/5, 35, 18, 26, 15, 
2015/3/6, 38, 27, 23, 15, 
2015/3/7, 62, 30, 27, 13, 
2015/3/8, 78, 18, 24, 11, 
2015/3/9, 58, 22, 25, 11, 
2015/3/10, 59, 20, 21, 17, 
2015/3/11, 46, 25, 15, 16, 
2015/3/12, 51, 23, 20, 10, 
2015/3/13, 65, 24, 21, 9, 
2015/3/14, 65, 28, 15, 7, 
2015/3/15, 74, 34, 15, 12, 
2015/3/16, 84, 52, 16, 21, 
2015/3/17, 131, 56, 16, 16, 
2015/3/18, 147, 52, 26, 11, 
2015/3/19, 142, 45, 29, 12, 
2015/3/20, 118, 18, 27, 8, 
2015/3/21, 82, 9, 27, 6, 
2015/3/22, 32, 21, 15, 16, 
2015/3/23, 55, 38, 13, 23, 
2015/3/24, 91, 26, 16, 15, 
2015/3/25, 93, 15, 20, 15, 
2015/3/26, 59, 18, 27, 8, 
2015/3/27, 43, 21, 22, 15, 
2015/3/28, 50, 17, 28, 6, 
2015/3/29, 48, 14, 31, 5, 
2015/3/30, 28, 14, 33, 4, 
2015/3/31, 33, 17, 31, 5, 
2014/10/24, 53, 19, 13, 14, 
2014/10/25, 53, 14, 19, 11, 
2014/10/26, 42, 15, 21, 11, 
2014/10/27, 47, 16, 20, 15, 
2014/10/28, 65, 23, 3, 15, 
2014/10/29, 79, 28, 21, 13, 
2014/10/30, 64, 18, 6, 14, 
2014/11/1, 63, 21, 8, 14, 
2014/11/2, 62, 19, 22, 8, 
2014/11/3, 38, 10, 22, 8, 
2014/11/4, 35, 12, 19, 16, 
2014/11/5, 66, 26, 2, 20, 
2014/11/6, 89, 29, 3, 19, 
2014/11/7, 67, 14, 13, 11, 
2014/11/8, 43, 13, 18, 8, 
2014/11/10, 57, 17, 15, 13, 
2014/11/11, 60, 17, 10, 17, 
2014/11/12, 54, 15, 3, 19, 
2014/11/13, 59, 20, 4, 21, 
2014/11/14, 68, 22, 3, 16, 
2014/11/15, 66, 16, 6, 15, 
2014/11/16, 66, 17, 12, 18, 
2014/11/17, 60, 15, 10, 15, 
2014/11/18, 62, 22, 5, 12, 
2014/11/19, 81, 26, 7, 13, 
2014/11/20, 74, 26, 5, 13, 
2014/11/21, 79, 24, 6, 14, 
2014/11/22, 69, 23, 3, 16, 
2014/11/23, 74, 23, 7, 12, 
2014/11/24, 50, 13, 20, 17, 
2014/11/25, 47, 19, 7, 23, 
2014/11/26, 65, 23, 8, 15, 
2014/11/27, 74, 26, , 14, 
2014/11/28, 82, 28, 2, 12, 
2014/11/29, 92, 34, 4, 12, 
2014/11/30, 111, 37, 1, 11, 
2014/12/1, 89, 28, 4, 9, 
2014/12/2, 100, 39, 4, 8, 
2014/12/3, 106, 37, 9, 8, 
2014/12/4, 109, 41, 4, 10, 
2014/12/5, 114, 39, 1, 16, 
2014/12/6, 66, 14, 15, 16, 
2014/12/7, 44, 17, 16, 13, 
2014/12/8, 36, 11, 22, 14, 
2014/12/9, 33, 14, 11, 22, 
2014/12/10, 38, 14, 24, 4, 
2014/12/11, 23, 14, 25, 2, 
2014/12/12, 24, 10, 23, 3, 
2014/12/13, 23, 10, 19, 8, 
2014/12/14, 49, 19, 8, 17, 
2014/12/15, 49, 14, 17, 12, 
2014/12/16, 46, 15, 17, 11, 
2014/12/17, 36, 15, 10, 10, 
2014/12/18, 30, 13, 21, 4, 
2014/12/19, 23, 12, 25, 3, 
2014/12/20, 30, 17, 27, 1, 
2014/12/21, 32, 17, 28, 3, 
2014/12/22, 34, 15, 27, 1, 
2014/12/23, 34, 15, 25, 1, 
2014/12/24, 22, 12, 26, 2, 
2014/12/25, 25, 16, 24, 4, 
2014/12/26, 30, 15, 11, 12, 
2014/12/27, 49, 13, 18, 3, 
2014/12/28, 39, 12, 19, 9, 
2024/4/13, , 14, 34, 4, 2
2024/4/14, , 12, 36, 5, 2
2024/4/15, , 13, 32, 4, 2
2024/4/16, , 10, 28, 7, 2
2024/4/17, , 11, 33, 8, 2
2024/4/18, , 12, 32, 4, 2
2024/4/19, , 13, 35, 3, 2
2024/4/20, , 12, 34, 2, 2
2024/4/21, , 12, 37, 7, 2
2024/4/22, , 13, 35, 9, 2
2024/4/23, , 12, 31, 6, 2
2024/4/24, , 9, 33, 7, 2
2024/4/25, , 8, 38, 6, 2
2024/6/4, , 13, 30, 2, 1
2023/6/7, , 19, 38, 2, 2
2023/6/8, , 20, 56, 3, 2
2023/1/3, , 11, 27, 3, 
2023/2/5, , 30, 20, 15, 2
2022/4/10, , 13, 37, 8, 2
2022/6/8, , 16, 26, 4, 1
2021/10/1, , 7, 21, 5, 3
2021/10/2, , 3, 23, 4, 2
2021/10/3, , 3, 23, 4, 2
2021/10/4, , 9, 22, 5, 2
2021/10/5, , 6, 21, 5, 2
2021/10/6, , 8, 22, 6, 2
2021/10/7, , 9, 16, 10, 3
2021/10/8, , 16, 17, 10, 3
2021/10/9, , 35, 18, 7, 3
2021/10/10, , 28, 23, 9, 5
2021/10/11, , 10, 22, 7, 2
2021/10/12, , 8, 21, 7, 2
2021/10/13, , 8, 25, 8, 2
2021/10/14, , 7, 24, 5, 2
2021/10/15, , 14, 25, 6, 2
2021/10/16, , 19, 18, 14, 3
2021/10/17, , 17, 16, 11, 2
2021/10/18, , 18, 11, 10, 3
2021/10/19, , 11, 14, 7, 2
2021/10/20, , 14, 25, 7, 2
2021/10/21, , 11, 27, 5, 2
2021/10/22, , 13, 27, 5, 2
2021/10/23, , 12, 11, 11, 2
2021/10/24, , 14, 18, 6, 2
2021/10/25, , 16, 7, 11, 3
2021/10/26, , 13, 21, 10, 2
2021/10/27, , 14, 18, 7, 2
2021/10/28, , 13, 16, 8, 2
2021/10/29, , 12, 23, 5, 2
2021/10/30, , 7, 19, 5, 2
2021/10/31, , 9, 21, 5, 2
2021/11/1, , 8, 23, 5, 2
2021/11/2, , 10, 11, 11, 3
2021/11/3, , 15, 4, 15, 5
2021/11/4, , 10, 17, 15, 5
2021/11/5, , 7, 17, 9, 3
2021/11/6, , 12, 26, 8, 2
2021/11/7, , 15, 26, 3, 2
2021/11/8, , 15, 17, 11, 3
2021/11/9, , 25, 9, 16, 3
2021/11/10, , 29, 7, 18, 3
2021/11/11, , 38, 2, 19, 4
2021/11/12, , 29, 9, 13, 3
2021/11/13, , 10, 11, 10, 2
2021/11/14, , 14, 9, 7, 3
2021/11/15, , 17, 15, 5, 2
2021/11/16, , 33, 13, 8, 2
2021/11/17, , 22, 20, 11, 2
2021/11/18, , 21, 20, 10, 2
2021/11/19, , 14, 19, 6, 2
2021/11/20, , 14, 24, 7, 2
2021/11/21, , 10, 23, 5, 2
2021/11/22, , 13, 18, 12, 3
2021/11/23, , 11, 17, 14, 3
2021/11/24, , 12, 15, 12, 3
2021/11/25, , 20, 15, 16, 3
2021/11/26, , 7, 15, 10, 2
2021/11/27, , 6, 24, 8, 2
2021/11/28, , 11, 18, 11, 2
2021/11/29, , 7, 23, 9, 2
2021/11/30, , 6, 20, 8, 2
2021/12/1, , 10, 26, 4, 2
2021/12/2, , 7, 25, 11, 2
2021/12/3, , 10, 15, 12, 2
2021/12/4, , 15, 22, 9, 2
2021/12/5, , 10, 20, 6, 2
2021/8/1, , 11, 25, 6, 2
2021/9/4, , 17, 34, 10, 
2021/9/29, , 8, 21, 5, 2
2021/9/30, , 8, 20, 7, 2
2021/6/15, , 19, 57, 4, 2
2020/3/31, , 14, 33, 11, 2
2020/6/9, , 15, 28, 6, 1
2020/6/10, , 9, 28, 5, 2
2019/12/31, , 57, 9, 10, 2
2019/6/12, , 8, 27, 6, 3
2019/6/13, , 10, 30, 9, 3
2018/12/31, , 37, 28, 5, 2
2018/1/6, , 7, 20, 6, 2
2016/11/14, , 11, 4, 16, 3
2016/11/15, , 7, 17, 10, 2
2016/9/11, , 17, 32, 8, 3
2016/1/1, , 14, 11, 9, 2
2015/7/7, , 11, 24, 4, 1
2015/4/1, , 13, 28, 6, 
2015/4/11, , 36, 32, 15, 2
2015/4/12, , 21, 30, 11, 2
2015/4/13, , 14, 29, 8, 2
2014/12/31, , 33, 16, 7, 
2015/1/14, , 7, 24, 4, 
2015/1/16, , 12, 17, 12, 
2015/1/30, , 11, 17, 18, 
2014/10/1, , 29, 17, 10, 
2014/10/2, , 18, 18, 13, 
2014/10/3, , 18, 23, 13, 
2014/10/4, , 30, 27, 6, 
2014/10/5, , 16, 27, 6, 
2014/10/6, , 17, 20, 9, 
2014/10/7, , 11, 23, 8, 
2014/10/8, , 10, 16, 9, 
2014/10/9, , 12, 19, 8, 
2014/10/10, , 17, 18, 10, 
2014/10/11, , 18, 11, 14, 
2014/10/12, , 17, 22, 11, 
2014/10/13, , 17, 14, 10, 
2014/10/14, , 11, 14, 11, 
2014/10/15, , 12, 24, 11, 
2014/10/16, , 15, 16, 12, 
2014/10/17, , 17, 2, 12, 
2014/10/18, , 268, , 8, 
2014/10/19, , 16, , 8, 
2014/10/20, , 15, , 5, 
2014/10/21, , 12, 17, 8, 
2014/10/22, , 14, 24, 8, 
2014/10/23, , 25, 12, 17, 
2014/10/31, , 28, 2, 18, 
2014/11/9, , 15, 12, 10, 
2014/7/1, , 12, 29, 8, 
2014/7/2, , 13, 50, 10, 
2014/7/3, , 18, 52, 9, 
2014/7/4, , 20, 31, 5, 
2014/7/5, , 19, 22, 3, 
2014/7/6, , 13, 23, 7, 
2014/7/7, , 14, 21, 11, 
2014/7/8, , 16, 25, 6, 
2014/7/9, , 12, 41, 10, 
2014/7/10, , 27, 33, 10, 
2014/7/11, , 32, 38, 8, 
2014/7/12, , 31, 37, 4, 
2014/7/13, , 27, 26, 4, 
2014/7/14, , 14, 20, 8, 
2014/7/15, , 15, 36, 8, 
2014/7/16, , 16, 45, 13, 
2014/7/17, , 22, 84, 7, 
2014/7/18, , 25, 77, 7, 
2014/7/19, , 26, 45, 9, 
2014/7/20, , 21, 36, 8, 
2014/7/21, , 20, 42, 5, 
2014/7/22, , 20, 42, 4, 
2014/7/23, , 18, 41, 5, 
2014/7/24, , 19, 32, 6, 
2014/7/25, , 12, 35, 7, 
2014/7/26, , 19, 41, 5, 
2014/7/27, , 21, 35, 7, 
2014/7/28, , 16, 30, 7, 
2014/7/29, , 15, 25, 5, 
2014/7/30, , 12, 43, 7, 
2014/7/31, , 20, 39, 10, 
2014/8/1, , 23, 41, 9, 
2014/8/2, , 26, 35, 5, 
2014/8/3, , 19, 30, 5, 
2014/8/4, , 11, 28, 7, 
2014/8/5, , 10, 23, 9, 
2014/8/6, , 14, 29, 8, 
2014/8/7, , 17, 28, 6, 
2014/8/8, , 17, 32, 3, 
2014/8/9, , 13, 23, 5, 
2014/8/10, , 13, 26, 3, 
2014/8/11, , 14, 33, 5, 
2014/8/12, , 12, 26, 6, 
2014/8/13, , 12, 27, 6, 
2014/8/14, , 10, 25, 8, 
2014/8/15, , 9, 28, 6, 
2014/8/16, , 10, 25, 6, 
2014/8/17, , 10, 21, 6, 
2014/8/18, , 11, 24, 6, 
2014/8/19, , 9, 18, 9, 
2014/8/20, , 9, 24, 10, 
2014/8/21, , 10, 21, 9, 
2014/8/22, , 8, 26, 9, 
2014/8/23, , 8, 29, 8, 
2014/8/24, , 10, 16, 15, 
2014/8/25, , 10, 25, 8, 
2014/8/26, , 17, 34, 9, 
2014/8/27, , 10, 16, 11, 
2014/8/28, , 15, 28, 8, 
2014/8/29, , 18, 24, 5, 
2014/8/30, , 17, 24, 9, 
2014/8/31, , 13, 6, 13, 
2014/9/1, , 10, , , 
2014/9/2, , 11, 32, 7, 
2014/9/3, , 18, 20, 9, 
2014/9/4, , 24, 19, 16, 
2014/9/5, , 41, 31, 15, 
2014/9/6, , 46, 36, 5, 
2014/9/7, , 26, 26, 10, 
2014/9/8, , 15, 21, 9, 
2014/9/9, , 12, 23, 10, 
2014/9/10, , 19, 31, 9, 
2014/9/11, , 26, 34, 9, 
2014/9/12, , 18, 31, 4, 
2014/9/13, , 20, 28, 5, 
2014/9/14, , 22, 28, 9, 
2014/9/15, , 15, 29, 9, 
2014/9/16, , 27, 32, 13, 
2014/9/17, , 32, 28, 14, 
2014/9/18, , 31, 23, 12, 
2014/9/19, , 26, 32, 14, 
2014/9/20, , 29, 32, 5, 
2014/9/21, , 19, 27, 7, 
2014/9/22, , 22, 22, 14, 
2014/9/23, , 25, 19, 14, 
2014/9/24, , 38, 25, 9, 
2014/9/25, , 15, 18, 10, 
2014/9/26, , 14, 21, 11, 
2014/9/27, , 14, 20, 13, 
2014/9/28, , 19, 5, 20, 
2014/9/29, , 23, 23, 11, 
2014/9/30, , 28, 18, 14, 
2014/4/1, , 53, , 23, 
2014/4/2, , 63, , 15, 
2014/4/3, , 60, , 16, 
2014/4/4, , 38, , 13, 
2014/4/5, , 28, , 10, 
2014/4/6, , 18, , 7, 
2014/4/7, , 11, , 5, 
2014/4/8, , 12, , 10, 
2014/4/9, , 17, , 17, 
2014/4/10, , 28, , 17, 
2014/4/11, , 25, , 10, 
2014/4/12, , 17, , 6, 
2014/4/13, , 16, , 8, 
2014/4/14, , 17, , 8, 
2014/4/15, , 16, , 10, 
2014/4/16, , 17, , 16, 
2014/4/17, , 23, , 9, 
2014/4/18, , 15, , 7, 
2014/4/19, , 15, , 12, 
2014/4/20, , 47, , 9, 
2014/4/21, , 33, , 9, 
2014/4/22, , 21, , 14, 
2014/4/23, , 28, , 15, 
2014/4/24, , 39, , 9, 
2014/4/25, , 32, , 7, 
2014/4/26, , 22, , 9, 
2014/4/27, , 12, , 9, 
2014/4/28, , 14, , 12, 
2014/4/29, , 28, , 11, 
2014/4/30, , 33, , 10, 
2014/5/1, , 33, , 6, 
2014/5/2, , 13, , 6, 
2014/5/3, , 11, , 12, 
2014/5/4, , 12, , 9, 
2014/5/5, , 22, , 13, 
2014/5/6, , 24, , 5, 
2014/5/7, , 17, , 7, 
2014/5/8, , 14, , 5, 
2014/5/9, , 15, , 8, 
2014/5/10, , 17, , 3, 
2014/5/11, , 14, , 5, 
2014/5/12, , 10, , 9, 
2014/5/13, , 14, , 8, 
2014/5/14, , 11, , 8, 
2014/5/15, , 12, , 9, 
2014/5/16, , 12, , 8, 
2014/5/17, , 14, , 7, 
2014/5/18, , 17, , 9, 
2014/5/19, , 18, , 10, 
2014/5/20, , 21, , 9, 
2014/5/21, , 16, , 7, 
2014/5/22, , 12, , 7, 
2014/5/23, , 15, , 6, 
2014/5/24, , 16, , 8, 
2014/5/25, , 11, , 11, 
2014/5/26, , 19, , 10, 
2014/5/27, , 16, , 9, 
2014/5/28, , 19, , 3, 
2014/5/29, , 6, , 3, 
2014/5/30, , 8, , 10, 
2014/5/31, , 16, , 10, 
2014/6/1, , 19, , 7, 
2014/6/2, , 18, , 9, 
2014/6/3, , 26, , 9, 
2014/6/4, , 16, , 6, 
2014/6/5, , 11, , 9, 
2014/6/6, , 14, , 8, 
2014/6/7, , 22, , 13, 
2014/6/8, , 21, , , 
2014/6/10, , 14, , 8, 
2014/6/11, , 14, 35, 11, 
2014/6/12, , 18, 31, 10, 
2014/6/13, , 18, 32, 3, 
2014/6/14, , 14, 32, 3, 
2014/6/15, , 14, 29, 6, 
2014/6/16, , 13, 29, 5, 
2014/6/17, , 19, 21, 5, 
2014/6/18, , 15, 20, 6, 
2014/6/19, , 10, 18, 6, 
2014/6/20, , 11, 31, 6, 
2014/6/21, , 10, 23, 5, 
2014/6/22, , 12, 24, 8, 
2014/6/23, , 8, 25, 7, 
2014/6/24, , 10, 28, 7, 
2014/6/25, , 11, 39, 11, 
2014/6/26, , 17, 33, 11, 
2014/6/27, , 26, 25, 6, 
2014/6/30, , 12, 27, 8, 
2014/1/1, , 21, , 9, 
2014/1/2, , 7, , 7, 
2014/1/3, , 11, , 7, 
2014/1/4, , 12, , 9, 
2014/1/5, , 10, , 7, 
2014/1/6, , 6, , 9, 
2014/1/7, , 14, , 14, 
2014/1/8, , 12, , 10, 
2014/1/9, , 14, , 14, 
2014/1/10, , 14, , 14, 
2014/1/11, , 22, , , 
2014/1/13, , 17, , 18, 
2014/1/14, , 15, , 17, 
2014/1/15, , 15, , 11, 
2014/1/16, , 10, , 12, 
2014/1/17, , 7, , 14, 
2014/1/18, , 11, , 17, 
2014/1/19, , 17, , 12, 
2014/1/20, , 26, , 15, 
2014/1/21, , 25, , 13, 
2014/1/22, , 21, , 17, 
2014/1/23, , 22, , 15, 
2014/1/24, , 5, , , 
2014/1/31, , 33, , 6, 
2014/2/1, , 8, , 8, 
2014/2/2, , 15, , 17, 
2014/2/3, , 18, , 12, 
2014/2/4, , 15, , 8, 
2014/2/5, , 8, , 8, 
2014/2/6, , 13, , 11, 
2014/2/7, , 11, , 6, 
2014/2/8, , 7, , 3, 
2014/2/9, , 9, , 19, 
2014/2/10, , 9, , 15, 
2014/2/11, , 13, , 13, 
2014/2/12, , 13, , 13, 
2014/2/13, , 10, , 14, 
2014/2/14, , 11, , 4, 
2014/2/15, , 12, , 9, 
2014/2/16, , 16, , 19, 
2014/2/17, , 20, , 17, 
2014/2/18, , 22, , 18, 
2014/2/19, , 16, , 15, 
2014/2/20, , 14, , 10, 
2014/2/21, , 14, , , 
2014/2/25, , 11, , 16, 
2014/2/26, , 18, , 16, 
2014/2/27, , 16, , 17, 
2014/2/28, , 21, , 11, 
2014/3/1, , 17, , 8, 
2014/3/2, , 16, , 17, 
2014/3/3, , 14, , 17, 
2014/3/4, , 16, , 23, 
2014/3/5, , 23, , 27, 
2014/3/6, , 35, , 21, 
2014/3/7, , 38, , 13, 
2014/3/8, , 28, , 7, 
2014/3/9, , 39, , 17, 
2014/3/10, , 45, , 8, 
2014/3/11, , 22, , 17, 
2014/3/12, , 32, , 23, 
2014/3/13, , 51, , 16, 
2014/3/14, , 52, , 8, 
2014/3/15, , 27, , 8, 
2014/3/16, , 22, , 8, 
2014/3/17, , 17, , 10, 
2014/3/18, , 23, , 9, 
2014/3/19, , 22, , 10, 
2014/3/20, , 25, , 10, 
2014/3/21, , 11, , 8, 
2014/3/22, , 13, , 10, 
2014/3/23, , 12, , 13, 
2014/3/24, , 13, , 13, 
2014/3/25, , 16, , 14, 
2014/3/26, , 11, , 11, 
2014/3/27, , 27, , 10, 
2014/3/28, , 29, , 13, 
2014/3/29, , 39, , 16, 
2014/3/30, , 32, , 16, 
2014/3/31, , 46, , 13, 
2018/6/12, , , 27, 6, 2
2018/6/13, , , 26, 9, 2
2015/4/18, , , 34, 9, 2
2015/4/23, , , 32, 12, 3
2015/4/24, , , 39, 16, 2
2015/4/25, , , 31, 9, 2
2015/4/26, , , 26, 8, 1
2015/4/27, , , 26, 6, 1
2015/4/28, , , 23, 10, 2
2015/4/29, , , 28, 11, 2
2015/4/30, , , 31, 9, 2
2015/5/1, , , 30, 8, 1
2015/5/2, , , 35, 11, 2
2015/5/3, , , 24, 8, 2
2015/5/4, , , 31, 7, 1
2015/5/7, , , 32, 4, 2
2015/5/8, , , 35, 12, 1
2015/5/9, , , 37, 5, 2
2015/5/10, , , 38, 7, 2
2015/5/11, , , 34, 11, 2
2015/5/12, , , 34, 10, 2
2015/5/13, , , 29, 9, 1
2015/5/14, , , 32, 4, 1
2015/5/15, , , 35, 6, 2
2015/5/16, , , 32, 7, 1
2015/5/17, , , 33, 4, 2
2015/5/18, , , 28, 8, 1
2015/5/19, , , 30, 6, 1
2015/5/20, , , 31, 7, 1
2015/5/21, , , 31, 8, 2
2015/5/22, , , 31, 12, 1
2015/5/23, , , 34, 6, 1
2015/5/24, , , 34, 6, 1
2015/5/25, , , 28, 5, 1
2015/5/26, , , 26, 8, 1
2015/5/27, , , 33, 8, 1
2015/5/28, , , 32, 6, 2
2015/5/29, , , 27, 10, 1
2015/5/30, , , 26, 4, 1
2015/5/31, , , 21, 7, 1
2015/6/1, , , 26, 7, 1
2015/6/2, , , 25, 8, 1
2015/6/3, , , 28, 5, 2
2015/6/4, , , 33, 13, 2
2015/6/5, , , 51, 12, 1
2015/6/6, , , 33, 4, 1
2015/6/7, , , 29, 8, 1
2015/6/8, , , 29, 7, 1
2015/6/9, , , 31, 5, 1
2015/6/10, , , 37, 5, 1
2015/6/11, , , 43, 8, 2
2015/6/12, , , 57, 9, 2
2015/6/13, , , 39, 7, 1
2015/6/14, , , 38, 6, 1
2014/6/28, , , 31, 5, 
2014/6/29, , , 26, 8, 
2014/6/9, , , , 10, 
2013/12/31, , , , 6, 
2014/1/12, , , , 23, 
2014/1/30, , , , 21, 
2014/2/23, , , , 6, 
2014/2/24, , , , 11, 
2015/6/28, , , , , 1
